时间,开盘,收盘,最高,最低,成交量
2018-08-24,2729.43,2717.08,2748.82,2705.32,10.05
2018-08-27,2780.9,2736.32,2780.9,2736.32,13.28
2018-08-28,2777.98,2782.29,2791.39,2769.4,11.87
2018-08-29,2769.29,2774.86,2778.54,2762.35,10.02
2018-08-30,2737.74,2769.33,2780.53,2736.35,10.61
2018-08-31,2725.25,2730.11,2744.63,2710.54,10.98
2018-09-03,2720.73,2716.4,2722.85,2692.36,10.22
2018-09-04,2750.58,2720.65,2756.61,2712.38,10.9
2018-09-05,2704.34,2741.38,2745.47,2704.34,10.5
2018-09-06,2691.59,2697.58,2719.41,2683.74,9.9
2018-09-07,2702.3,2696.68,2728.55,2683.72,10.75
2018-09-10,2669.48,2698.01,2703.43,2667.32,10.36
2018-09-11,2664.8,2668.49,2680.57,2652.7,9.99
2018-09-12,2656.11,2659.74,2672.07,2647.17,9.0
2018-09-13,2686.58,2679.21,2689.06,2653.19,10.73
2018-09-14,2681.64,2688.78,2694.92,2675.29,10.0
2018-09-17,2651.79,2671.29,2671.29,2647.92,8.82
2018-09-18,2699.95,2644.3,2700.19,2644.3,11.58
2018-09-19,2730.85,2694.8,2746.08,2690.99,14.16
2018-09-20,2729.24,2732.17,2743.96,2724.08,11.14
2018-09-21,2797.48,2733.87,2797.49,2722.03,15.8
2018-09-25,2781.14,2775.07,2790.03,2771.16,11.2
2018-09-26,2806.81,2785.32,2827.34,2783.34,13.96
2018-09-27,2791.77,2805.79,2810.51,2786.32,12.4
2018-09-28,2821.35,2794.26,2821.76,2791.84,13.43
2018-10-08,2716.51,2768.21,2771.94,2710.18,14.95
2018-10-09,2721.01,2713.73,2734.31,2711.2,11.68
2018-10-10,2725.84,2723.72,2743.55,2703.06,11.35
2018-10-11,2583.46,2643.07,2661.29,2560.32,19.72
2018-10-12,2606.91,2574.04,2615.92,2536.67,17.01
2018-10-15,2568.1,2605.91,2611.97,2564.74,11.86
2018-10-16,2546.33,2567.76,2597.72,2536.44,11.94
2018-10-17,2561.61,2574.31,2582.55,2517.57,13.0
2018-10-18,2486.42,2544.91,2544.91,2485.62,12.54
2018-10-19,2550.47,2460.08,2553.39,2449.2,14.73
2018-10-22,2654.88,2565.64,2675.41,2565.64,21.19
2018-10-23,2594.83,2652.65,2659.81,2583.26,17.83
2018-10-24,2603.3,2579.97,2640.4,2577.77,16.01
2018-10-25,2603.8,2540.93,2606.1,2531.53,16.2
2018-10-26,2598.85,2610.9,2626.12,2580.85,15.89
2018-10-29,2542.1,2593.59,2595.54,2529.19,13.42
2018-10-30,2568.05,2538.57,2586.92,2521.78,16.67
2018-10-31,2602.78,2573.01,2612.92,2567.03,18.06
2018-11-01,2606.24,2617.03,2636.8,2603.65,20.09
2018-11-02,2676.48,2649.25,2676.48,2628.87,22.5
2018-11-05,2665.43,2665.43,2673.19,2639.27,19.38
2018-11-06,2659.36,2660.72,2660.86,2635.32,16.37
2018-11-07,2641.34,2659.84,2675.68,2639.25,17.32
2018-11-08,2635.63,2660.09,2662.37,2632.3,15.96
2018-11-09,2598.87,2621.24,2621.24,2598.16,15.24
2018-11-12,2630.52,2593.2,2631.17,2590.21,17.5
2018-11-13,2654.88,2600.5,2666.49,2597.35,24.93
2018-11-14,2632.24,2648.31,2658.31,2627.96,23.84
2018-11-15,2668.17,2632.14,2668.17,2631.89,20.78
2018-11-16,2679.11,2669.78,2695.57,2657.03,24.22
2018-11-19,2703.51,2681.9,2703.51,2674.18,23.17
2018-11-20,2645.85,2684.29,2690.83,2643.36,21.59
2018-11-21,2651.51,2619.82,2653.8,2617.78,18.26
2018-11-22,2645.43,2655.9,2658.0,2634.48,14.93
2018-11-23,2579.48,2640.67,2642.04,2577.35,19.15
2018-11-26,2575.81,2580.84,2595.0,2568.04,13.43
2018-11-27,2574.68,2585.83,2592.54,2566.17,12.37
2018-11-28,2601.74,2575.45,2601.96,2561.56,14.6
2018-11-29,2567.44,2613.78,2617.55,2567.44,15.72
2018-11-30,2588.19,2564.56,2590.21,2555.32,13.93
2018-12-03,2654.8,2647.13,2665.3,2629.18,20.75
2018-12-04,2665.96,2651.56,2666.08,2644.9,16.79
2018-12-05,2649.81,2629.83,2660.39,2625.91,15.45
2018-12-06,2605.18,2629.82,2633.68,2603.13,14.17
2018-12-07,2605.89,2609.34,2614.58,2599.28,10.91
2018-12-10,2584.58,2589.19,2599.76,2576.24,11.32
2018-12-11,2594.09,2587.01,2596.15,2583.2,10.13
2018-12-12,2602.15,2608.11,2610.01,2595.07,10.35
2018-12-13,2634.05,2607.14,2645.84,2599.46,15.07
2018-12-14,2593.74,2627.28,2629.16,2593.74,14.59
2018-12-17,2597.97,2587.26,2598.97,2573.87,11.74
2018-12-18,2576.65,2583.63,2599.15,2563.57,11.7
2018-12-19,2549.56,2578.68,2579.87,2547.08,10.77
2018-12-20,2536.27,2544.51,2554.86,2516.02,12.06
2018-12-21,2516.25,2526.55,2527.42,2498.69,11.57
2018-12-24,2527.01,2506.74,2529.44,2500.44,9.73
2018-12-25,2504.82,2503.95,2513.96,2462.84,14.07
2018-12-26,2498.29,2501.12,2513.83,2492.08,10.88
2018-12-27,2483.09,2527.72,2532.0,2483.09,13.54
2018-12-28,2493.9,2483.62,2505.11,2478.32,11.92
2019-01-02,2465.29,2497.88,2500.28,2456.42,10.99
2019-01-03,2464.36,2461.78,2488.48,2455.93,12.44
2019-01-04,2514.87,2446.02,2515.32,2440.91,16.89
2019-01-07,2533.09,2528.7,2536.98,2515.51,17.73
2019-01-08,2526.46,2530.3,2531.34,2520.16,15.81
2019-01-09,2544.34,2536.42,2574.41,2536.16,19.19
2019-01-10,2535.1,2543.85,2551.83,2531.66,15.99
2019-01-11,2553.83,2539.55,2554.79,2533.36,14.94
2019-01-14,2535.77,2553.33,2556.29,2533.01,14.48
2019-01-15,2570.34,2537.37,2571.5,2532.43,16.03
2019-01-16,2570.42,2569.07,2574.24,2563.01,14.93
2019-01-17,2559.64,2573.58,2582.56,2557.71,16.25
2019-01-18,2596.01,2567.74,2598.88,2565.9,19.08
2019-01-21,2610.51,2599.06,2618.98,2599.06,16.34
2019-01-22,2579.7,2609.64,2609.64,2573.06,15.25
2019-01-23,2581.0,2575.26,2589.51,2572.41,13.14
2019-01-24,2591.69,2584.65,2597.29,2569.7,15.4
2019-01-25,2601.72,2596.26,2617.0,2595.63,15.94
2019-01-28,2596.98,2615.71,2630.32,2591.1,14.7
2019-01-29,2594.25,2592.35,2601.74,2559.98,15.56
2019-01-30,2575.58,2584.75,2598.82,2575.41,12.05
2019-01-31,2584.57,2581.33,2606.63,2571.58,15.43
2019-02-01,2618.23,2597.78,2618.48,2590.55,13.2
2019-02-11,2653.9,2613.17,2654.1,2613.17,15.49
2019-02-12,2671.89,2654.03,2674.48,2648.83,18.41
2019-02-13,2721.07,2674.52,2727.07,2666.52,24.38
2019-02-14,2719.7,2715.54,2729.45,2707.49,19.7
2019-02-15,2682.39,2712.79,2715.63,2679.78,19.6
2019-02-18,2754.36,2699.82,2754.36,2699.82,26.04
2019-02-19,2755.65,2759.5,2780.78,2737.59,28.8
2019-02-20,2761.22,2761.06,2767.41,2739.98,24.6
2019-02-21,2751.8,2759.94,2794.01,2744.98,29.86
2019-02-22,2804.23,2749.46,2804.23,2736.33,30.15
2019-02-25,2961.28,2838.39,2961.8,2838.39,52.87
2019-02-26,2941.52,2969.1,2995.68,2938.62,56.56
2019-02-27,2953.82,2939.93,2997.49,2924.64,47.5
2019-02-28,2940.95,2950.05,2965.3,2930.2,35.02
2019-03-01,2994.01,2954.4,2994.01,2930.83,34.58
2019-03-04,3027.58,3015.94,3090.8,3006.94,52.56
2019-03-05,3054.25,3019.88,3054.96,3009.45,42.41
2019-03-06,3102.1,3060.43,3103.83,3050.11,55.5
2019-03-07,3106.42,3103.67,3129.94,3074.98,58.38
2019-03-08,2969.86,3038.34,3075.05,2969.58,57.79
2019-03-11,3026.99,2969.08,3028.25,2963.58,42.62
2019-03-12,3060.31,3049.08,3093.39,3029.9,51.12
2019-03-13,3026.95,3062.33,3065.29,3013.93,45.32
2019-03-14,2990.68,3013.6,3041.16,2968.82,37.31
2019-03-15,3021.75,3000.88,3048.12,2999.43,34.12
2019-03-18,3096.42,3027.8,3096.42,3009.51,39.78
2019-03-19,3090.97,3099.9,3113.43,3076.36,35.09
2019-03-20,3090.64,3084.17,3102.52,3053.45,35.86
2019-03-21,3101.45,3094.12,3125.02,3086.85,41.43
2019-03-22,3104.15,3100.73,3107.28,3064.88,36.48
2019-03-25,3043.03,3058.8,3087.0,3041.95,38.03
2019-03-26,2997.1,3057.56,3062.69,2988.49,35.35
2019-03-27,3022.72,3012.26,3022.76,2987.77,29.14
2019-03-28,2994.94,3009.8,3025.78,2991.78,28.81
2019-03-29,3090.76,3000.68,3093.03,2999.99,37.51
2019-04-01,3170.36,3111.66,3176.62,3111.66,46.61
2019-04-02,3176.82,3183.27,3193.27,3164.91,44.71
2019-04-03,3216.3,3159.15,3219.26,3152.33,43.05
2019-04-04,3246.57,3233.69,3254.14,3216.85,46.91
2019-04-08,3244.81,3271.27,3288.45,3210.52,50.45
2019-04-09,3239.66,3240.39,3251.65,3215.7,36.42
2019-04-10,3241.93,3224.65,3264.78,3204.88,38.01
2019-04-11,3189.96,3241.55,3254.13,3185.55,35.3
2019-04-12,3188.63,3184.86,3199.28,3168.04,28.98
2019-04-15,3177.79,3233.46,3253.98,3177.27,34.88
2019-04-16,3253.6,3164.4,3253.6,3153.21,35.79
2019-04-17,3263.12,3250.15,3275.33,3239.8,35.75
2019-04-18,3250.2,3261.07,3271.39,3241.83,32.55
2019-04-19,3270.8,3250.15,3274.33,3226.81,31.52
2019-04-22,3215.04,3278.49,3279.49,3206.88,35.32
2019-04-23,3198.59,3211.87,3231.58,3186.76,32.84
2019-04-24,3201.61,3203.56,3210.65,3156.61,27.49
2019-04-25,3123.83,3190.59,3193.75,3123.03,32.59
2019-04-26,3086.4,3108.16,3129.21,3085.8,28.09
2019-04-29,3062.5,3090.63,3107.76,3050.03,29.21
2019-04-30,3078.34,3052.62,3088.41,3052.62,22.23
2019-05-06,2906.46,2984.73,2986.54,2876.47,32.7
2019-05-07,2926.39,2914.29,2937.28,2889.07,25.33
2019-05-08,2893.76,2873.14,2929.43,2866.7,23.15
2019-05-09,2850.95,2871.2,2888.86,2845.04,20.0
2019-05-10,2939.21,2878.23,2941.45,2838.38,28.23
2019-05-13,2903.71,2905.07,2921.41,2892.17,21.2
2019-05-14,2883.61,2872.83,2909.2,2872.83,20.83
2019-05-15,2938.68,2902.64,2945.39,2902.64,23.05
2019-05-16,2955.71,2933.5,2956.17,2929.06,24.84
2019-05-17,2882.3,2955.77,2956.78,2873.8,26.63
2019-05-20,2870.6,2874.8,2882.63,2838.45,20.95
2019-05-21,2905.97,2867.71,2919.24,2862.5,21.14
2019-05-22,2891.7,2905.52,2912.4,2879.64,20.0
2019-05-23,2852.52,2880.84,2885.14,2846.96,19.73
2019-05-24,2852.99,2847.84,2871.86,2846.02,16.72
2019-05-27,2892.38,2851.28,2898.13,2833.04,19.67
2019-05-28,2909.91,2890.27,2924.04,2887.08,22.33
2019-05-29,2914.7,2894.83,2934.98,2890.66,19.9
2019-05-30,2905.81,2903.42,2907.85,2881.38,20.58
2019-05-31,2898.7,2904.5,2922.91,2895.58,19.52
2019-06-03,2890.08,2901.74,2920.83,2875.9,21.59
2019-06-04,2862.28,2887.64,2888.39,2851.97,18.85
2019-06-05,2861.42,2882.94,2888.77,2858.57,18.16
2019-06-06,2827.8,2862.33,2862.33,2822.19,17.71
2019-06-10,2852.13,2833.01,2861.13,2824.36,16.66
2019-06-11,2925.72,2854.07,2927.43,2854.07,26.05
2019-06-12,2909.38,2917.22,2924.7,2903.88,24.03
2019-06-13,2910.74,2905.29,2918.42,2885.92,21.3
2019-06-14,2881.97,2913.0,2924.32,2879.66,21.54
2019-06-17,2887.62,2880.42,2902.48,2877.39,15.4
2019-06-18,2890.16,2891.09,2898.33,2874.31,14.77
2019-06-19,2917.8,2944.12,2953.34,2916.21,23.08
2019-06-20,2987.12,2917.33,2997.39,2915.09,29.1
2019-06-21,3001.98,2990.37,3010.35,2989.25,28.7
2019-06-24,3008.15,3004.29,3012.83,2994.42,21.05
2019-06-25,2982.07,3004.91,3004.91,2948.99,24.37
2019-06-26,2976.28,2964.62,2986.91,2958.46,17.44
2019-06-27,2996.79,2982.61,3011.54,2981.05,19.54
2019-06-28,2978.88,2992.24,2992.24,2961.22,18.14
2019-07-01,3044.9,3024.62,3045.37,3014.69,25.08
2019-07-02,3043.94,3042.58,3048.48,3033.78,21.45
2019-07-03,3015.26,3031.83,3031.83,3006.32,21.23
2019-07-04,3005.25,3015.68,3024.5,2991.91,19.44
2019-07-05,3011.06,3004.74,3014.85,2990.92,15.68
2019-07-08,2933.36,2997.81,2997.81,2918.72,21.15
2019-07-09,2928.23,2928.82,2937.76,2912.81,14.51
2019-07-10,2915.3,2935.19,2936.75,2908.16,13.55
2019-07-11,2917.76,2928.06,2945.8,2907.89,14.37
2019-07-12,2930.55,2915.34,2938.53,2905.81,13.78
2019-07-15,2942.19,2921.55,2955.0,2886.7,16.76
2019-07-16,2937.62,2938.64,2944.82,2931.29,13.18
2019-07-17,2931.69,2933.02,2942.07,2924.46,14.96
2019-07-18,2901.18,2921.74,2921.74,2901.18,14.99
2019-07-19,2924.2,2909.68,2939.6,2909.68,14.95
2019-07-22,2886.97,2925.79,2927.16,2879.69,18.07
2019-07-23,2899.94,2886.9,2901.36,2883.05,12.93
2019-07-24,2923.28,2907.93,2936.45,2907.79,15.52
2019-07-25,2937.36,2923.19,2937.36,2916.15,14.57
2019-07-26,2944.54,2928.06,2948.33,2924.45,13.93
2019-07-29,2941.01,2943.92,2948.47,2932.98,12.8
2019-07-30,2952.34,2946.26,2965.63,2946.26,14.83
2019-07-31,2932.51,2944.4,2944.4,2926.49,14.11
2019-08-01,2908.77,2920.85,2927.34,2901.75,14.24
2019-08-02,2867.84,2861.33,2872.47,2851.44,18.49
2019-08-05,2821.5,2854.58,2863.69,2821.5,16.74
2019-08-06,2777.56,2776.99,2787.42,2733.92,23.11
2019-08-07,2768.68,2789.02,2792.69,2768.68,15.77
2019-08-08,2794.55,2784.18,2799.69,2782.24,14.95
2019-08-09,2774.75,2805.59,2808.33,2770.48,14.82
2019-08-12,2814.99,2781.98,2814.99,2776.62,13.16
2019-08-13,2797.26,2798.05,2802.04,2790.61,13.09
2019-08-14,2808.91,2824.49,2829.89,2807.72,14.4
2019-08-15,2815.8,2762.34,2815.9,2756.83,15.28
2019-08-16,2823.82,2817.57,2840.32,2811.8,14.86
2019-08-19,2883.1,2835.52,2883.1,2829.85,21.45
2019-08-20,2880.0,2879.08,2892.08,2875.0,18.97
2019-08-21,2880.33,2875.47,2885.59,2872.56,15.9
2019-08-22,2883.44,2887.66,2888.5,2867.55,14.92
2019-08-23,2897.43,2885.15,2902.46,2878.74,15.92
2019-08-26,2863.57,2851.02,2870.49,2849.24,16.99
2019-08-27,2902.19,2879.52,2919.64,2879.41,20.81
2019-08-28,2893.76,2901.63,2905.44,2887.01,18.31
2019-08-29,2890.92,2896.0,2898.6,2878.59,17.86
2019-08-30,2886.24,2907.38,2914.58,2874.1,19.4
2019-09-02,2924.11,2886.94,2928.48,2883.68,20.28
2019-09-03,2930.15,2925.94,2930.15,2915.2,18.9
2019-09-04,2957.41,2927.75,2957.41,2925.88,22.55
2019-09-05,2985.86,2972.66,3015.84,2972.66,30.54
2019-09-06,2999.6,2996.62,2999.94,2981.6,21.68
2019-09-09,3024.74,3023.78,3026.24,3005.69,24.34
2019-09-10,3021.2,3027.41,3027.41,3005.38,24.0
2019-09-11,3008.81,3029.93,3030.56,3004.22,22.98
2019-09-12,3031.24,3016.63,3033.47,3005.19,19.7
2019-09-16,3030.75,3041.92,3042.93,3020.05,22.19
2019-09-17,2978.12,3023.71,3023.71,2970.57,22.33
2019-09-18,2985.66,2984.08,2996.4,2982.4,16.8
2019-09-19,2999.28,2992.92,2999.28,2975.4,16.27
2019-09-20,3006.45,3004.81,3011.34,2996.19,18.21
2019-09-23,2977.08,2998.4,2998.4,2960.83,16.81
2019-09-24,2985.34,2979.48,3002.9,2973.76,16.39
2019-09-25,2955.43,2977.67,2977.67,2955.43,16.85
2019-09-26,2929.09,2964.48,2970.04,2928.26,18.89
2019-09-27,2932.17,2929.49,2939.08,2920.93,13.29
2019-09-30,2905.19,2927.92,2936.48,2905.19,11.66
2019-10-08,2913.57,2905.76,2933.02,2905.76,12.55
2019-10-09,2924.86,2902.08,2924.86,2891.54,13.04
2019-10-10,2947.71,2923.71,2949.24,2918.23,13.42
2019-10-11,2973.66,2954.82,2980.79,2943.01,16.12
2019-10-14,3007.88,2993.96,3026.38,2989.81,20.86
2019-10-15,2991.05,3005.66,3005.66,2986.3,15.54
2019-10-16,2978.71,2992.61,3010.42,2975.92,14.99
2019-10-17,2977.33,2979.99,2986.72,2969.57,12.25
2019-10-18,2938.14,2982.34,2987.2,2933.24,15.0
2019-10-21,2939.62,2933.9,2940.32,2917.69,13.25
2019-10-22,2954.38,2945.6,2954.64,2934.39,11.75
2019-10-23,2941.62,2952.97,2957.3,2934.63,12.38
2019-10-24,2940.92,2944.01,2953.04,2927.06,12.65
2019-10-25,2954.93,2940.47,2958.24,2920.52,13.69
2019-10-28,2980.05,2958.69,2980.13,2956.96,17.37
2019-10-29,2954.18,2979.04,2979.04,2954.18,16.61
2019-10-30,2939.32,2949.46,2953.3,2934.83,15.88
2019-10-31,2929.06,2944.84,2946.75,2923.52,16.16
2019-11-01,2958.2,2924.34,2959.83,2917.15,15.99
2019-11-04,2975.49,2964.58,2983.06,2964.58,16.72
2019-11-05,2991.56,2977.7,3008.31,2968.03,17.99
2019-11-06,2978.6,2992.04,2995.56,2969.72,16.53
2019-11-07,2978.71,2978.15,2988.95,2969.12,13.7
2019-11-08,2964.18,2993.98,2998.76,2962.84,14.97
2019-11-11,2909.97,2949.96,2949.96,2906.77,15.79
2019-11-12,2914.82,2913.0,2918.3,2891.51,12.97
2019-11-13,2905.24,2913.02,2913.86,2893.97,12.98
2019-11-14,2909.87,2907.74,2917.37,2899.62,12.91
2019-11-15,2891.34,2911.35,2917.83,2891.2,13.55
2019-11-18,2909.2,2889.55,2911.38,2884.09,12.44
2019-11-19,2933.99,2904.28,2933.99,2902.86,13.54
2019-11-20,2911.05,2928.11,2930.49,2907.42,13.74
2019-11-21,2903.64,2902.55,2910.36,2891.53,12.35
2019-11-22,2885.29,2906.24,2925.02,2873.99,15.86
2019-11-25,2906.17,2885.61,2906.61,2880.65,17.86
2019-11-26,2907.06,2912.52,2915.04,2897.93,17.0
2019-11-27,2903.19,2905.4,2914.49,2893.42,13.39
2019-11-28,2889.69,2902.36,2909.84,2883.43,11.95
2019-11-29,2871.98,2885.97,2892.39,2858.58,12.26
2019-12-02,2875.81,2874.45,2888.89,2870.24,12.88
2019-12-03,2884.7,2869.88,2884.86,2857.32,12.38
2019-12-04,2878.12,2876.91,2882.5,2869.42,12.55
2019-12-05,2899.47,2886.52,2902.0,2885.08,14.32
2019-12-06,2912.01,2902.28,2912.01,2894.75,13.41
2019-12-09,2914.48,2914.46,2919.59,2905.25,16.08
2019-12-10,2917.32,2908.94,2919.2,2902.79,17.01
2019-12-11,2924.42,2922.6,2928.26,2915.0,16.55
2019-12-12,2915.7,2926.34,2926.34,2913.48,15.18
2019-12-13,2967.68,2937.78,2969.98,2935.85,21.2
2019-12-16,2984.39,2970.97,2984.64,2958.71,21.19
2019-12-17,3022.42,2985.26,3039.38,2982.5,29.3
2019-12-18,3017.04,3021.47,3033.23,3011.72,24.41
2019-12-19,3017.07,3017.15,3021.42,3007.99,20.86
2019-12-20,3004.94,3019.64,3027.48,3002.26,21.51
2019-12-23,2962.75,2999.04,3009.34,2960.43,20.57
2019-12-24,2982.68,2965.83,2983.82,2960.68,16.3
2019-12-25,2981.88,2980.43,2988.29,2970.66,17.57
2019-12-26,3007.35,2981.25,3007.35,2980.4,18.24
2019-12-27,3005.04,3006.85,3036.11,3003.63,24.71
2019-12-30,3040.02,2998.17,3041.4,2983.34,24.81
2019-12-31,3050.12,3036.39,3051.68,3030.51,21.74
2020-01-02,3085.2,3066.34,3098.1,3066.34,29.25
2020-01-03,3083.79,3089.02,3093.82,3074.52,26.15
2020-01-06,3083.41,3070.91,3107.2,3065.31,31.26
2020-01-07,3104.8,3085.49,3105.45,3084.33,27.66
2020-01-08,3066.89,3094.24,3094.24,3059.13,29.79
2020-01-09,3094.88,3082.64,3097.33,3080.13,24.34
2020-01-10,3092.29,3102.29,3105.22,3081.4,21.04
2020-01-13,3115.57,3091.49,3115.57,3075.38,21.06
2020-01-14,3106.82,3120.67,3127.17,3105.6,23.0
2020-01-15,3090.04,3103.17,3107.94,3082.04,20.23
2020-01-16,3074.08,3095.73,3096.37,3070.88,20.34
2020-01-17,3075.5,3081.46,3091.95,3067.25,19.03
2020-01-20,3095.79,3082.11,3096.31,3070.48,21.05
2020-01-21,3052.14,3085.79,3085.79,3051.23,23.48
2020-01-22,3060.75,3038.49,3069.25,3006.27,22.39
2020-01-23,2976.53,3037.95,3045.04,2955.35,27.28
2020-02-03,2746.61,2716.7,2766.58,2716.7,21.59
2020-02-04,2783.29,2685.27,2786.16,2685.27,36.4
2020-02-05,2818.09,2792.37,2842.74,2778.86,30.98
2020-02-06,2866.51,2826.89,2876.59,2807.61,31.64
2020-02-07,2875.96,2858.93,2875.96,2838.77,30.95
2020-02-10,2890.49,2860.5,2891.85,2851.05,29.49
2020-02-11,2901.67,2894.54,2913.82,2882.24,26.92
2020-02-12,2926.9,2895.56,2926.9,2892.42,24.87
2020-02-13,2906.07,2927.14,2935.41,2901.24,27.48
2020-02-14,2917.01,2899.87,2926.94,2899.57,25.07
2020-02-17,2983.62,2924.99,2983.64,2924.99,31.32
2020-02-18,2984.97,2981.41,2990.6,2960.78,31.17
2020-02-19,2975.4,2979.52,2998.27,2971.82,31.51
2020-02-20,3030.15,2981.88,3031.37,2968.45,34.57
2020-02-21,3039.67,3022.25,3058.9,3020.14,36.46
2020-02-24,3031.23,3027.89,3042.18,3007.36,37.04
2020-02-25,3013.05,2982.07,3016.95,2943.72,44.16
2020-02-26,2987.93,2978.42,3028.78,2974.94,46.9
2020-02-27,2991.33,2992.49,3009.46,2980.48,35.05
2020-02-28,2880.3,2924.64,2948.13,2878.54,40.12
2020-03-02,2970.93,2899.31,2982.51,2899.31,36.73
2020-03-03,2992.9,3006.89,3026.84,2976.62,41.01
2020-03-04,3011.67,2981.81,3012.0,2974.36,35.33
2020-03-05,3071.68,3036.15,3074.26,3022.93,44.54
2020-03-06,3034.51,3039.94,3052.44,3029.46,36.21
2020-03-09,2943.29,2987.18,2989.21,2940.71,41.46
2020-03-10,2996.76,2918.93,3000.3,2904.8,39.33
2020-03-11,2968.52,3001.76,3010.03,2968.52,35.25
2020-03-12,2923.49,2936.02,2944.47,2906.28,30.78
2020-03-13,2887.43,2804.23,2910.88,2799.98,36.65
2020-03-16,2789.25,2897.3,2898.03,2784.66,35.19
2020-03-17,2779.64,2796.28,2826.91,2715.22,30.61
2020-03-18,2728.76,2792.32,2815.87,2728.76,29.12
2020-03-19,2702.13,2719.41,2736.82,2646.8,30.23
2020-03-20,2745.62,2727.02,2751.9,2702.49,25.2
2020-03-23,2660.17,2677.59,2703.33,2656.5,24.98
2020-03-24,2722.44,2703.02,2723.41,2667.13,25.7
2020-03-25,2781.59,2775.3,2788.64,2757.8,27.31
2020-03-26,2764.91,2761.9,2788.5,2753.43,23.41
2020-03-27,2772.2,2792.98,2805.55,2771.76,24.08
2020-03-30,2747.21,2739.72,2759.1,2723.05,23.97
2020-03-31,2750.3,2767.31,2771.17,2743.12,21.86
2020-04-01,2734.52,2743.54,2773.36,2731.08,21.73
2020-04-02,2780.64,2720.23,2780.64,2719.9,21.79
2020-04-03,2763.99,2773.58,2780.59,2754.07,20.08
2020-04-07,2820.76,2806.97,2823.28,2801.84,27.02
2020-04-08,2815.37,2805.92,2823.21,2800.3,24.35
2020-04-09,2825.9,2825.84,2832.39,2820.43,23.82
2020-04-10,2796.63,2827.19,2833.01,2789.98,23.35
2020-04-13,2783.05,2784.6,2792.89,2774.08,17.71
2020-04-14,2827.28,2794.8,2827.3,2789.43,20.27
2020-04-15,2811.17,2826.66,2829.75,2808.7,20.56
2020-04-16,2819.93,2798.43,2823.34,2796.84,20.3
2020-04-17,2838.49,2835.56,2854.96,2830.02,24.57
2020-04-20,2852.55,2840.41,2852.99,2833.26,21.18
2020-04-21,2827.01,2842.24,2842.24,2808.02,23.32
2020-04-22,2843.98,2814.07,2843.98,2808.48,21.73
2020-04-23,2838.5,2850.51,2853.64,2835.9,24.88
2020-04-24,2808.53,2834.94,2834.94,2802.5,23.52
2020-04-27,2815.49,2812.24,2832.67,2802.96,21.01
2020-04-28,2810.02,2819.99,2821.74,2758.25,25.39
2020-04-29,2822.44,2801.38,2831.76,2800.74,20.21
2020-04-30,2860.08,2832.38,2865.59,2832.38,24.25
2020-05-06,2878.14,2831.63,2879.26,2830.65,24.98
2020-05-07,2871.52,2876.47,2882.02,2864.58,22.67
2020-05-08,2895.34,2882.71,2903.8,2879.2,22.68
2020-05-11,2894.8,2901.57,2914.28,2884.38,22.51
2020-05-12,2891.56,2894.62,2897.9,2871.23,19.71
2020-05-13,2898.05,2882.96,2900.26,2875.54,18.51
2020-05-14,2870.34,2887.06,2887.06,2869.18,19.78
2020-05-15,2868.46,2880.71,2884.22,2863.37,18.9
2020-05-18,2875.42,2872.52,2889.98,2862.27,22.6
2020-05-19,2898.58,2897.69,2900.22,2887.58,19.72
2020-05-20,2883.74,2896.47,2896.47,2876.18,21.05
2020-05-21,2867.92,2890.72,2891.52,2864.21,20.35
2020-05-22,2813.77,2863.05,2863.05,2808.02,20.91
2020-05-25,2817.97,2816.24,2821.5,2802.47,17.29
2020-05-26,2846.55,2827.9,2848.34,2825.9,17.46
2020-05-27,2836.8,2847.32,2849.0,2831.93,19.81
2020-05-28,2846.22,2838.21,2861.92,2820.15,20.75
2020-05-29,2852.35,2835.58,2855.38,2829.63,20.68
2020-06-01,2915.43,2871.96,2917.15,2871.96,26.02
2020-06-02,2921.4,2916.32,2926.36,2909.13,25.61
2020-06-03,2923.37,2930.39,2942.76,2922.66,25.57
2020-06-04,2919.25,2931.84,2932.97,2910.75,22.66
2020-06-05,2930.8,2923.19,2930.8,2909.12,21.74
2020-06-08,2937.77,2941.98,2950.07,2934.21,23.11
2020-06-09,2956.11,2939.54,2957.12,2932.94,20.9
2020-06-10,2943.75,2951.28,2951.33,2934.84,20.79
2020-06-11,2920.9,2939.79,2952.65,2912.19,23.37
2020-06-12,2919.74,2876.8,2930.26,2872.62,23.6
2020-06-15,2890.03,2908.28,2922.54,2890.03,24.32
2020-06-16,2931.75,2912.83,2931.78,2909.13,22.33
2020-06-17,2935.87,2932.67,2936.62,2919.04,23.47
2020-06-18,2939.32,2929.88,2942.9,2920.11,25.87
2020-06-19,2967.63,2938.79,2973.32,2935.82,26.43
2020-06-22,2965.27,2966.9,2983.44,2959.03,26.79
2020-06-23,2970.62,2960.89,2972.4,2949.85,22.52
2020-06-24,2979.55,2972.98,2982.94,2971.22,21.32
2020-06-29,2961.52,2973.08,2977.91,2951.77,22.06
2020-06-30,2984.67,2965.11,2990.83,2965.11,21.5
2020-07-01,3025.98,2991.18,3026.19,2984.98,27.33
2020-07-02,3090.57,3023.72,3092.44,3021.67,39.11
2020-07-03,3152.81,3104.0,3152.81,3104.0,45.88
2020-07-06,3332.88,3187.84,3337.27,3187.84,64.39
